"geometry",".tidygraph_node_index"
c(10.2081884, 56.1519309),24731
c(10.2086069, 56.1523158),24732
c(10.2086116, 56.1523254),NA
c(10.2084161, 56.1522809),NA
c(10.2084339, 56.1522774),24734
c(10.2081307, 56.1518903),NA
c(10.2080329, 56.1519082),24735
c(10.2086618, 56.151626),NA
c(10.2091603, 56.152115),24738
c(10.2089938, 56.1520586),24740
c(10.2089025, 56.1520278),24742
c(10.2088112, 56.1519969),24744
c(10.2087189, 56.1519656),24746
c(10.2086284, 56.151935),24748
c(10.2085353, 56.1519035),24750
c(10.2088035, 56.1516723),24751
c(10.2089173, 56.1516944),24753
c(10.2090315, 56.1517165),24755
c(10.2091443, 56.1517384),24757
c(10.20926, 56.1517608),24759
c(10.2093733, 56.1517828),24761
c(10.2094874, 56.1518049),24763
c(10.2096015, 56.1518271),24765
c(10.209726, 56.1518512),24767
c(10.2084634, 56.1532977),24769
c(10.1929536, 56.1144378),24773
c(10.1845541, 56.1194629),NA
c(10.184231, 56.1193619),24774
c(10.184611, 56.1192444),NA
c(10.1843302, 56.119178),24776
c(10.1846676, 56.119027),NA
c(10.1844817, 56.1190127),24778
c(10.1848812, 56.118936),NA
c(10.1850034, 56.1189552),24780
c(10.1850173, 56.1184642),NA
c(10.1849498, 56.1183376),24782
c(10.1892983, 56.1164208),24783
c(10.1893845, 56.1164504),NA
c(10.1895639, 56.1165118),24784
c(10.1906756, 56.1201188),24786
c(10.1905435, 56.1200415),24788
c(10.1845908, 56.1196766),24789
c(10.1845319, 56.1198811),24790
c(10.1901838, 56.1159571),24791
c(10.190062, 56.1187308),24792
c(10.1904282, 56.117504),24794
c(10.1907968, 56.1172758),24795
c(10.1856996, 56.1182432),24797
c(10.1870187, 56.1179665),24798
c(10.1874711, 56.1178208),24799
c(10.1887906, 56.1169047),24800
c(10.1898099, 56.1160956),24801
c(10.1904551, 56.1158852),24802
c(10.1926084, 56.1157383),NA
c(10.1926055, 56.115649),24804
c(10.1908061, 56.1158435),24805
c(10.1948413, 56.1144918),NA
c(10.1947586, 56.1144927),24807
c(10.1948577, 56.1142454),NA
c(10.19454, 56.1142448),24809
c(10.1960756, 56.1134006),24810
c(10.1953645, 56.1133513),24812
c(10.196121, 56.1133552),NA
c(10.1962312, 56.113275),24813
c(10.1954681, 56.113493),NA
c(10.1956357, 56.1135547),24815
c(10.1919322, 56.1158546),NA
c(10.1914474, 56.1166576),24817
c(10.1914233, 56.1167317),24818
c(10.1919329, 56.11591),24821
c(10.1921359, 56.1165122),24822
c(10.1923852, 56.1163399),24824
c(10.1924636, 56.1163267),24825
c(10.1923649, 56.1162811),24827
c(10.1929274, 56.1162652),24829
c(10.1934265, 56.1161188),24831
c(10.1943737, 56.1161201),24832
c(10.2014017, 56.1543523),24839
c(10.1909594, 56.1589084),24841
c(10.1939301, 56.1547514),NA
c(10.1960862, 56.1526184),24849
c(10.1996323, 56.1513286),NA
c(10.199637, 56.1514219),24851
c(10.1967198, 56.1560807),24854
c(10.1968424, 56.1561981),NA
c(10.1933925, 56.1694718),24858
c(10.193306, 56.1695035),24859
c(10.1933504, 56.1695054),24861
c(10.1933252, 56.1695112),24862
c(10.1930258, 56.1691327),24864
c(10.1929832, 56.1691631),24865
c(10.1929684, 56.1691736),24866
c(10.1929477, 56.1691643),24867
c(10.229858, 56.1772292),24869
c(10.1935593, 56.1447309),24871
c(10.1936241, 56.1447364),24872
c(10.1936864, 56.1447409),24873
c(10.2061369, 56.1703194),NA
c(10.2061139, 56.1701841),NA
c(10.2061484, 56.1700787),24875
c(10.2062232, 56.1703206),24877
c(10.2062065, 56.1701829),24879
c(10.2115399, 56.1655475),24882
c(10.2117599, 56.1655819),24883
c(10.2115251, 56.1655442),24885
c(10.2201705, 56.1641363),NA
c(10.2199576, 56.1640188),NA
c(10.2198147, 56.1639399),NA
c(10.2194584, 56.1637432),NA
c(10.2191461, 56.1635707),NA
c(10.2191021, 56.1635464),NA
c(10.2055409, 56.1666148),24888
c(10.216132, 56.1603957),24891
c(10.2179879, 56.1612539),24893
c(10.2192364, 56.1631382),NA
c(10.1956868, 56.1596307),24894
c(10.1957138, 56.1595914),24895
c(10.2237363, 56.1645706),NA
c(10.2072362, 56.1704197),24898
c(10.2212858, 56.163381),24900
c(10.2018783, 56.1569172),24902
c(10.2002512, 56.1512592),24903
c(10.201146, 56.1666371),NA
c(10.2017497, 56.1668528),24908
c(10.2100122, 56.1588189),24911
c(10.2100632, 56.1589003),24912
c(10.2100809, 56.1589258),24913
c(10.2058208, 56.1591564),24915
c(10.2056728, 56.1591558),24916
c(10.2055569, 56.1591547),24917
c(10.204019, 56.160299),24919
c(10.2041767, 56.1603188),24920
c(10.204285, 56.1603316),24921
c(10.2036969, 56.1605302),24922
c(10.2034861, 56.1605028),24923
c(10.2028186, 56.1620811),24926
c(10.2114834, 56.1553078),24928
c(10.2112867, 56.155275),24929
c(10.2111916, 56.1552587),24930
c(10.2117484, 56.1548931),24932
c(10.2118864, 56.1548939),24933
c(10.2119556, 56.1548939),24934
c(10.2127498, 56.1516251),24941
c(10.2097244250001, 56.1348975761752),24943
c(10.2097677556575, 56.1348609930409),24944
c(10.1874934, 56.1467779),24948
c(10.1875499, 56.1467252),24949
c(10.1966214, 56.145193),24950
c(10.1968544, 56.1451854),24951
c(10.2083325, 56.1097379),24954
c(10.20808548484, 56.1089409434875),24955
c(10.2084617, 56.1101727),24956
c(10.2087992, 56.1112747),NA
c(10.2087116, 56.1109859),NA
c(10.2089465, 56.1130163),24957
c(10.1939261, 56.1277025),24958
c(10.1930341, 56.1273742),24960
c(10.1911426, 56.1518783),24962
c(10.1915832, 56.1524494),24963
c(10.2061984, 56.1605582),24964
c(10.1673685, 56.1494385),24965
c(10.167264, 56.1498295),NA
c(10.167257, 56.149845),NA
c(10.1671613, 56.1500775),24966
c(10.1674333, 56.1498552),24967
c(10.1670063, 56.1498071),24970
c(10.167982, 56.1496233),24971
c(10.1680197, 56.1497494),24972
c(10.1680942, 56.1499761),24973
c(10.1666443, 56.1494626),NA
c(10.1665585, 56.149535),24975
c(10.1666819, 56.149431),24977
c(10.166354, 56.1491807),24978
c(10.1662774, 56.1491681),24979
c(10.1662363, 56.1492578),NA
c(10.1659962, 56.1492867),NA
c(10.1657128, 56.1493137),NA
c(10.1656592, 56.1493014),NA
c(10.1658083, 56.1491589),NA
c(10.1657196, 56.149354),24982
c(10.1655918, 56.1493426),24984
c(10.1660059, 56.1493325),24986
c(10.1663067, 56.1492721),24988
c(10.1912671, 56.1204938),24997
c(10.1909137, 56.1207038),24999
c(10.1910511, 56.1211827),25003
c(10.1924922, 56.1231813),25004
c(10.1915185, 56.1227058),25006
c(10.189623, 56.1696996),25007
c(10.1742187, 56.1188277),NA
c(10.174167, 56.1188271),25011
c(10.1729118, 56.1165367),25013
c(10.172865, 56.1165984),25015
c(10.1737249, 56.1557746),25016
c(10.1693869, 56.1554061),25017
c(10.1684163, 56.1553966),25018
c(10.1680949, 56.155314),25019
c(10.1664583, 56.1552793),25020
c(10.1666605, 56.1552196),25021
c(10.1714824, 56.1553862),25023
c(10.1711136, 56.1553959),25025
c(10.1600005, 56.1544199),25026
c(10.15991, 56.1545616),25028
c(10.1600455, 56.1543494),25029
c(10.1614471, 56.1548765),25030
c(10.1611814, 56.1550008),25031
c(10.1609118, 56.1549634),25032
c(10.1608394, 56.1546579),25034
c(10.1610567, 56.1548687),25035
c(10.1610628, 56.1548306),NA
c(10.1610862, 56.1546826),25036
c(10.1615203, 56.1548816),25037
c(10.1614054, 56.1547087),25038
c(10.1628581, 56.154976),25039
c(10.1626392, 56.1551307),25040
c(10.162886, 56.1549779),25041
c(10.1630962, 56.1550247),25042
c(10.1631096, 56.1549616),25043
c(10.1612378, 56.1548938),25044
c(10.1612512, 56.1548307),25045
c(10.1573974, 56.1545908),25046
c(10.1571876, 56.15461),25047
c(10.1572011, 56.1545468),25048
c(10.1572479, 56.1543681),25050
c(10.1567075, 56.1547416),25052
c(10.1550727, 56.1541851),25054
c(10.1547793, 56.1544061),25055
c(10.1549889, 56.1544558),25056
c(10.1550023, 56.1543926),25057
c(10.1543216, 56.1541351),25059
c(10.1527177, 56.1538594),25061
c(10.1532434, 56.1540858),25063
c(10.1527679, 56.154283),25064
c(10.1527753, 56.1542487),NA
c(10.1526748, 56.1539909),25065
c(10.1507154, 56.1543606),25067
c(10.1492432, 56.1540156),25068
c(10.149153, 56.1542882),25069
c(10.1496627, 56.1540452),25070
c(10.1497847, 56.1538946),25071
c(10.1519747, 56.1544622),25073
c(10.1529212, 56.1543084),NA
c(10.1529346, 56.1542453),25075
c(10.148746, 56.1539806),25076
c(10.1487145, 56.1541209),25077
c(10.1486187, 56.1539716),25078
c(10.1494528, 56.1540653),25079
c(10.1494662, 56.1540021),25080
c(10.1484089, 56.1539908),25081
c(10.1484223, 56.1539276),25082
c(10.148263, 56.153931),NA
c(10.1482556, 56.1539653),NA
c(10.1482438, 56.1537291),25083
c(10.1483101, 56.153713),25085
c(10.1479192, 56.1537175),25087
c(10.1478294, 56.1537101),25089
c(10.1466525, 56.1536712),25091
c(10.1464145, 56.1536686),25093
c(10.1462127, 56.1536264),25095
c(10.146155, 56.15353),25097
c(10.1455602, 56.1535902),25100
c(10.1652074, 56.1552453),NA
c(10.1653328, 56.1552387),25101
c(10.165211, 56.1552301),NA
c(10.1648788, 56.1552065),25102
c(10.2108229, 56.1564451),25107
c(10.2108328, 56.1565142),NA
c(10.2105889, 56.1563644),25110
c(10.2107474, 56.156513),NA
c(10.2100751, 56.1566802),NA
c(10.2100192, 56.1564287),25113
c(10.2101478, 56.1505232),25116
c(10.2055391, 56.1697593),NA
c(10.2055664, 56.1697581),25127
c(10.2061424, 56.1697951),25128
c(10.2062196, 56.169809),NA
c(10.206202, 56.1698343),25129
c(10.2061478, 56.1699558),25130
c(10.2062454, 56.1697709),25132
c(10.206305, 56.1696944),25133
c(10.2060688, 56.1700054),NA
c(10.206051, 56.1700464),25135
c(10.2060433, 56.1700662),25137
c(10.1992454, 56.1367502),NA
c(10.1982111, 56.136442),25145
c(10.191132, 56.1587576),25148
c(10.1912022, 56.1586673),NA
c(10.1907286, 56.1596845),25154
c(10.2267199, 56.1865024),25159
c(10.2135394, 56.1479387),25164
c(10.1936167, 56.1547335),25166
c(10.1938641, 56.1547039),25167
c(10.1951355, 56.1558393),NA
c(10.1935741, 56.1547017),NA
c(10.1937934, 56.1549488),25170
c(10.1934997, 56.1547343),25171
c(10.1967032, 56.1346088),NA
c(10.196544, 56.1347708),25175
c(10.1966434, 56.1345905),25176
c(10.1998147, 56.1802515),25178
c(10.199648, 56.1802167),25179
c(10.164326, 56.1667027),25182
c(10.164292, 56.1666801),25184
c(10.1583599, 56.1663715),25185
c(10.1834745, 56.1544283),25187
c(10.1834803, 56.1543036),NA
c(10.1834914, 56.1540676),NA
c(10.183495, 56.1538436),25188
c(10.1843829, 56.1542064),25190
c(10.1842112, 56.1546926),25191
c(10.2047916, 56.159966),25192
c(10.2336557, 56.2000024),NA
c(10.2339884, 56.19996),NA
c(10.233995, 56.1999942),25194
c(10.234036, 56.2001836),NA
c(10.2341454, 56.2001774),NA
c(10.2342385, 56.2001722),NA
c(10.234224, 56.1999789),NA
c(10.2345763, 56.199745),NA
c(10.2346124, 56.1999512),NA
c(10.2346075, 56.20006),NA
c(10.234608, 56.200267),NA
c(10.2345458, 56.2003554),NA
c(10.2345725, 56.2004408),NA
c(10.2356453, 56.2003519),25196
c(10.2347391, 56.2002674),NA
c(10.2356896, 56.2002117),NA
c(10.2349403, 56.1999087),NA
c(10.2350228, 56.1999201),25202
c(10.2350432, 56.2000444),NA
c(10.2350477, 56.2000716),NA
c(10.2353317, 56.2000528),NA
c(10.2353083, 56.1999578),NA
c(10.235294, 56.1999),NA
c(10.2341495, 56.2002061),25204
c(10.2342417, 56.2001993),25206
c(10.2339662, 56.2002325),25208
c(10.2342779, 56.1999757),NA
c(10.2343296, 56.1999726),25210
c(10.2342624, 56.1998891),25212
c(10.2339787, 56.1998952),25214
c(10.2353386, 56.1998973),NA
c(10.235388, 56.1998943),25216
c(10.235325, 56.1998221),25218
c(10.234927, 56.1998385),25220
c(10.2350551, 56.2001096),25222
c(10.2349355, 56.2000523),25224
c(10.2353379, 56.2000755),25226
c(10.2354434, 56.2000454),25227
c(10.2354011, 56.1999497),25229
c(10.2134566, 56.1741498),25231
c(10.2142393, 56.1745375),25235
c(10.2142949, 56.1744961),25236
c(10.2135311, 56.1744879),25238
c(10.2128641, 56.1746442),NA
c(10.2032005, 56.167317),25246
c(10.2031594, 56.1673741),25247
c(10.2120355, 56.1660892),25249
c(10.1991816, 56.1584221),25251
c(10.1982523, 56.158256),25252
c(10.1816603, 56.1534246),25254
c(10.1817251, 56.1534169),25255
c(10.1819566, 56.1534924),25256
c(10.1822213, 56.1534456),25257
c(10.1817653, 56.1534942),25258
c(10.1654109, 56.1500655),25260
c(10.1651803, 56.1500252),25261
c(10.1651641, 56.1499447),25262
c(10.1656141, 56.1500215),25263
c(10.1656289, 56.1501036),25264
c(10.164836, 56.1499315),25265
c(10.160646, 56.1485876),25266
c(10.1605625, 56.1486485),25267
c(10.1602594, 56.1485412),25268
c(10.1610064, 56.1487571),25269
c(10.1562359, 56.1472033),25272
c(10.1563546, 56.1471398),25273
c(10.1566084, 56.1473008),25274
c(10.1538952, 56.1458386),25277
c(10.1541822, 56.1460799),25279
c(10.1536216, 56.1469772),25283
c(10.1517561, 56.1468995),25284
c(10.1727916, 56.1510966),NA
c(10.1857236, 56.1532626),25287
c(10.1853372, 56.1529912),NA
c(10.1853117, 56.152943),25288
c(10.1840901, 56.1530385),25289
c(10.1844388, 56.1529825),25290
c(10.189945, 56.1523274),25291
c(10.1902141, 56.1524888),25292
c(10.1874634, 56.1526199),25293
c(10.1893158, 56.1523368),25295
c(10.1888645, 56.1524144),25296
c(10.1836503, 56.1531289),25297
c(10.1859215, 56.1527925),25299
c(10.1864334, 56.152711),NA
c(10.1864852, 56.1528092),25300
c(10.1864633, 56.1527678),NA
c(10.1864062, 56.152658),25301
c(10.1867281, 56.1527308),25302
c(10.1867928, 56.1527218),NA
c(10.1868142, 56.1527586),25303
c(10.1866958, 56.1527776),25304
c(10.1866738, 56.1527384),NA
c(10.1850856, 56.1529776),NA
c(10.1846799, 56.1530436),NA
c(10.1848096, 56.153192),25305
c(10.1847707, 56.1531263),NA
c(10.1847257, 56.1530894),NA
c(10.1851109, 56.1530269),NA
c(10.1851325, 56.1530689),25307
c(10.1837716, 56.1533463),NA
c(10.1834196, 56.1533754),25310
c(10.2198901, 56.1656032),25312
c(10.1968226, 56.1559762),25313
c(10.1986874, 56.1554474),25314
c(10.1980792, 56.1556573),25315
c(10.1968534, 56.1559822),25316
c(10.1974878, 56.1557566),25317
c(10.1933196, 56.1545959),25318
c(10.1931573, 56.1544831),25319
c(10.1722616, 56.1510053),25320
c(10.1712155, 56.1508319),25322
c(10.1712625, 56.1505048),25324
c(10.1713631, 56.1503479),25325
c(10.1765062, 56.152134),25326
c(10.1762903, 56.152051),25327
c(10.2073706, 56.1602621),NA
c(10.1879818, 56.1853149),25330
c(10.1979975, 56.1644083),25331
c(10.2142688, 56.1908171),25333
c(10.2141465, 56.156424),25335
c(10.2141718, 56.1564241),NA
c(10.2143792, 56.1564259),25336
c(10.2141728, 56.1564307),25338
c(10.2141241, 56.156424),25339
c(10.2139529, 56.1563933),25340
c(10.214365, 56.1563657),25341
c(10.232264, 56.2005007),NA
c(10.2317345, 56.2011699),25344
c(10.2319874, 56.2004617),25346
c(10.182154, 56.1423278),25348
c(10.1841569, 56.1435546),25350
c(10.1803271, 56.1405664),25352
c(10.1661357, 56.1223705),25354
c(10.1632137, 56.1221184),25356
c(10.1634601, 56.1222066),25358
c(10.2019147, 56.116703),25359
c(10.2031646, 56.1166285),25361
c(10.2082092, 56.1132061),25364
c(10.2173217, 56.109791),25366
c(10.2183891, 56.1098956),25368
c(10.2090783, 56.1245544),25371
c(10.2132941686812, 56.1370849613272),25373
c(10.2133597600408, 56.1370849616116),25374
c(10.2149181, 56.1376077),25375
c(10.2150738, 56.1376334),25376
c(10.2200779, 56.1395156),25378
c(10.2201794, 56.1395124),25379
c(10.1881493, 56.1414397),25383
c(10.1880726, 56.1414674),25384
c(10.1895296, 56.1349043),25385
c(10.1892055, 56.1410642),25387
c(10.2152962, 56.1539624),25390
c(10.2151788, 56.1541928),25391
c(10.2153389, 56.1538822),25392
c(10.2154164, 56.153894),25393
c(10.2153796, 56.1537305),25394
c(10.2151028, 56.154267),25395
c(10.1833895, 56.154374),25397
c(10.1833853, 56.1544875),25398
c(10.1833909, 56.1543403),25400
c(10.2144202, 56.173623),NA
c(10.2143797, 56.1734886),NA
c(10.2146343, 56.1733464),NA
c(10.2148434, 56.1733517),NA
c(10.214988, 56.1735453),NA
c(10.2146437, 56.1735967),NA
c(10.2146469, 56.1733866),25409
c(10.2148332, 56.173373),25411
c(10.2144338, 56.1734944),25413
c(10.2144434, 56.1735898),25414
c(10.2146433, 56.1735734),25416
c(10.2149308, 56.17353),25417
c(10.2150185, 56.1732452),25419
c(10.2189047, 56.1727696),25421
c(10.2188469, 56.1729257),25423
c(10.2182346, 56.1729896),25425
c(10.2181605, 56.1725771),25426
c(10.2181249, 56.1724939),25427
c(10.2180936, 56.1724203),25428
c(10.2177447, 56.172863),25429
c(10.2177885, 56.1729712),25430
c(10.2177115, 56.172777),25432
c(10.2197683, 56.1726344),25434
c(10.1844684, 56.1397002),NA
c(10.1847355, 56.1397602),25440
c(10.1855645, 56.140368),NA
c(10.1856805, 56.1402558),25444
c(10.1945527, 56.1722275),25446
c(10.1943605, 56.1718811),25447
c(10.1952738, 56.1720472),NA
c(10.1951584, 56.1719769),25449
c(10.1637993, 56.1546193),25450
c(10.1950705, 56.1718452),25451
c(10.194956, 56.1716156),NA
c(10.1949228, 56.1715491),25452
c(10.1935453, 56.1717554),NA
c(10.1939769, 56.1716835),NA
c(10.1940281, 56.1716965),NA
c(10.1955866, 56.1714397),25454
c(10.1928489, 56.1727232),NA
c(10.1925423, 56.1721397),25456
c(10.1935847, 56.1725935),25458
c(10.193501, 56.1726082),25459
c(10.1935524, 56.1725995),25460
c(10.192929, 56.1727104),25461
c(10.1929121, 56.1727131),NA
c(10.1934905, 56.1726095),25464
c(10.2336818, 56.199703),NA
c(10.2335892, 56.1996903),25466
c(10.2333596, 56.1997041),25467
c(10.2332402, 56.199815),NA
c(10.2331172, 56.1999544),NA
c(10.2330259, 56.2000968),NA
c(10.2328794, 56.2002329),NA
c(10.2328231, 56.2003313),NA
c(10.2327493, 56.2004712),25468
c(10.182128, 56.1528415),25472
c(10.2134422, 56.1849581),25474
c(10.2133099, 56.1845982),25475
c(10.2153744, 56.169313),NA
c(10.213378, 56.1696528),NA
c(10.23092, 56.1861214),NA
c(10.2312432, 56.1861294),25486
c(10.164516, 56.1404351),25490
c(10.2488252, 56.1903336),25491
c(10.2002757, 56.1374686),NA
c(10.2008079, 56.1375292),25495
c(10.2482465, 56.1899284),25497
c(10.2483539, 56.1902376),25499
c(10.2484125, 56.1901997),25500
c(10.2477539, 56.1899716),25501
c(10.2477982, 56.1899295),25502
c(10.2478204, 56.1910623),NA
c(10.2459908, 56.1889944),25505
c(10.2457868, 56.188874),25506
c(10.2439821, 56.1878287),25507
c(10.2425009, 56.1870377),25509
c(10.2329875, 56.1801148),NA
c(10.2324776, 56.1809324),NA
c(10.2327855, 56.1808384),25513
c(10.2335807, 56.180858),NA
c(10.2335934, 56.1808539),25516
c(10.2330428, 56.1807866),NA
c(10.2331217, 56.1807761),25517
c(10.1919045, 56.1584001),25519
c(10.192072, 56.1583385),25520
c(10.1901089, 56.1599107),25523
c(10.1901093, 56.1598281),NA
c(10.1901095, 56.1597983),NA
c(10.1901096, 56.1597723),NA
c(10.1901097, 56.1597463),NA
c(10.1902201, 56.1596898),NA
c(10.1929362, 56.1579894),25536
c(10.192162, 56.1589701),25537
c(10.1922061, 56.158923),25538
c(10.192266, 56.158941),25540
c(10.1923033, 56.1589397),NA
c(10.1917738, 56.1593593),25543
c(10.1919084, 56.1593932),25544
c(10.191979, 56.1594107),25545
c(10.1921005, 56.1594409),25546
c(10.1921793, 56.1595848),25547
c(10.1921081, 56.159563),25548
c(10.1911244, 56.1590389),25549
c(10.1908577, 56.159505),25550
c(10.1912297, 56.1590872),NA
c(10.1928463, 56.1708645),25551
c(10.1927748, 56.1707328),25552
c(10.1926152, 56.1705934),25553
c(10.1925387, 56.1704355),25554
c(10.1925128, 56.1704247),25555
c(10.1927334, 56.1706505),25556
c(10.1923225, 56.1704592),25558
c(10.192303, 56.1704614),25559
c(10.1923789, 56.1706442),NA
c(10.1923136, 56.1709456),25562
c(10.1920768, 56.170986),25564
c(10.1914451, 56.1710939),25565
c(10.1908177, 56.1711986),25567
c(10.1933348, 56.1707851),25569
c(10.1931715, 56.1704736),25570
c(10.1906761, 56.1598049),25571
c(10.190657, 56.1597526),NA
c(10.1906362, 56.159696),25572
c(10.1905582, 56.1597645),25573
c(10.1907513, 56.1597413),25574
c(10.19386, 56.1714657),25577
c(10.1939391, 56.1716214),25578
c(10.1939189, 56.1716247),25579
c(10.1938983, 56.1716281),25580
c(10.1944978, 56.1726237),25583
c(10.1944808, 56.1725915),25584
c(10.1942011, 56.1726393),NA
c(10.1939369, 56.1726858),25585
c(10.1942178, 56.1726715),25588
c(10.194234, 56.1727019),25589
c(10.1941811, 56.1726011),25591
c(10.1938557, 56.1726068),25592
c(10.1912545, 56.1590958),25593
c(10.1913958, 56.1591384),25594
c(10.1918986, 56.1592248),NA
c(10.1917498, 56.1591856),25598
c(10.1919172, 56.1590841),25600
c(10.1904825, 56.1596079),25601
c(10.1905869, 56.1597021),25602
c(10.1905329, 56.1595446),25603
c(10.1922521, 56.1711471),25608
c(10.1922631, 56.1711683),25609
c(10.1929534, 56.1696776),25610
c(10.1928299, 56.1695547),NA
c(10.191905, 56.1691249),25611
c(10.1927394, 56.1696715),25612
c(10.1926898, 56.1696729),NA
c(10.1927406, 56.1696164),25615
c(10.1927057, 56.16964),25616
c(10.1873713, 56.1701293),25618
c(10.1875078, 56.1701109),25619
c(10.1926423, 56.1706576),25621
c(10.171191, 56.1754592),NA
c(10.1722096, 56.1756542),NA
c(10.1723422, 56.1756377),25624
c(10.1722021, 56.1756367),25625
c(10.1722255, 56.1756622),25626
c(10.171194, 56.1754671),25627
c(10.1711845, 56.1754437),25628
c(10.1902998, 56.1590549),25629
c(10.1903312, 56.1590629),NA
c(10.1903461, 56.1589999),25631
c(10.1903775, 56.159008),NA
c(10.190292, 56.1591095),25633
c(10.1904167, 56.1589613),25634
c(10.1898544, 56.1595738),25635
c(10.1909158, 56.158663),25636
c(10.1905016, 56.1586807),25638
c(10.1903007, 56.1587431),25640
c(10.1908387, 56.1587421),NA
c(10.1816289, 56.1487538),25646
c(10.1816773, 56.1487171),25647
c(10.2126539, 56.1862026),25649
c(10.2124956, 56.186144),NA
c(10.2125662, 56.1856213),NA
c(10.2126849, 56.185688),25650
c(10.2127949, 56.1856177),25652
c(10.2127051, 56.1858266),25653
c(10.2124598, 56.1862911),NA
c(10.2134756, 56.1866224),25655
c(10.211483, 56.185954),25657
c(10.2122161, 56.1862036),25659
c(10.2128296, 56.1848522),NA
